STATE,ZIPCODE,ORIGBAL,CURBAL,ASOFDATE,ORIGDATE,FPDATE,MTDATE,ORIGTERM,STDRTM,SEASON,RATE,SFEE,PMI_COST,LOANTYPE,BALLOON,RATETYPE,ARMTYPE,LIENPOS,Original LTV,Current LTV,Combined LTV,PMI_FLAG,PMICODE,PMI_PCT,FICO,LOANPURP,OWNOCC,LIMDOC,PROPTYPE,PRPAYPEN,Hard_Prepayment_(months),Soft_Prepayment_(months),DTI,IOFLAG,IOTERM
FL,33460,"206,000.00","202,546.36",20070601,20051004,20051201,20351101,360,341,19,6.89,0.25,0,C,N,F,F,1,79.23,77.9,79.23,N,,0,642,C,P,F,SF,0,0,0,49,N,0
FL,32548,"58,400.00","56,527.93",20070601,20040608,20040708,20340608,360,324,36,7.43,0.25,0,C,N,F,F,1,80,77.44,100,N,,0,633,P,P,F,C,0,0,0,49,N,0
FL,34117,"126,000.00","125,874.56",20070601,20070402,20070601,20370501,360,359,1,6,0.25,0,C,N,F,F,1,39.38,39.34,39.38,N,,0,689,R,P,F,SF,0,0,0,53.75,N,0
FL,32810,"120,000.00","119,883.36",20070601,20070409,20070601,20370501,360,359,1,6.125,0.25,0,C,N,F,F,1,80,79.92,80,N,,0,648,C,P,F,SF,0,0,0,24.03,N,0
FL,34116,"52,000.00","51,950.65",20070601,20070419,20070601,20370501,360,359,1,6.25,0.25,0,C,N,F,F,1,26.4,26.37,26.4,N,,0,781,C,P,F,C,0,0,0,32.2,N,0
FL,33161,"112,000.00","111,901.18",20070601,20070330,20070601,20370501,360,359,1,6.625,0.25,0,C,N,F,F,1,37.33,37.3,37.33,N,,0,673,C,P,F,SF,0,0,0,30.24,N,0
FL,34613,"170,400.00","170,054.69",20070601,20070223,20070401,20370301,360,357,3,8,0.25,0,C,N,F,F,1,75.73,75.58,75.73,N,,0,734,R,S,S,SF,0,0,0,0,N,0
FL,33971,"232,000.00","231,440.10",20070601,20070213,20070401,20370301,360,357,3,7.125,0.25,0,C,N,F,F,1,80,79.81,80,N,,0,720,P,P,S,SF,0,0,0,0,N,0
FL,33598,"133,281.19","132,639.32",20070601,20070223,20070401,20370301,360,357,3,7.25,0.25,0,C,N,F,F,1,55.3,55.04,55.3,N,,0,666,R,P,F,SF,0,0,0,37.548,N,0
FL,34479,"207,500.00","207,011.44",20070601,20070227,20070401,20370301,360,357,3,7.25,0.25,0,C,N,F,F,1,76.85,76.67,76.85,N,,0,798,R,I,F,2-4F,0,0,0,47.967,N,0
FL,33025,"212,720.00","212,720.00",20070601,20061122,20070101,20361201,360,354,6,7.5,0.25,0,C,N,F,F,1,80,80,100,N,,0,693,P,P,S,C,0,0,0,31.612,Y,120
FL,33073,"310,000.00","309,838.12",20070601,20070222,20070401,20370301,360,357,3,6.25,0.25,0,C,N,F,F,1,56.36,56.33,56.36,N,,0,740,C,P,S,PUD,0,0,0,0,Y,120
FL,33308,"336,000.00","336,000.00",20070601,20070223,20070401,20370301,360,357,3,6.75,0.25,0,C,N,F,F,1,80,80,80,N,,0,763,C,I,S,2-4F,0,0,0,0,Y,120
FL,33023,"244,000.00","244,000.00",20070601,20070222,20070401,20370301,360,357,3,6.75,0.25,0,C,N,F,F,1,80,80,80,N,,0,720,C,P,S,SF,0,0,0,0,Y,120
FL,33624,"161,000.00","160,999.77",20070601,20070222,20070401,20370301,360,357,3,6.75,0.25,0,C,N,F,F,1,58.76,58.76,58.76,N,,0,801,C,P,L,PUD,0,0,0,24.405,Y,120
FL,33428,"288,000.00","288,000.00",20070601,20070226,20070401,20370301,360,357,3,7.5,0.25,0,C,N,F,F,1,80,80,80,N,,0,726,C,I,S,SF,0,0,0,0,Y,120
FL,33510,"111,920.00","111,920.00",20070601,20070223,20070401,20370301,360,357,3,7.625,0.25,0,C,N,F,F,1,80,80,100,N,,0,729,P,P,S,C,0,0,0,44.354,Y,120
FL,33510,"143,910.00","143,910.00",20070601,20070228,20070401,20370301,360,357,3,7.875,0.25,0,C,N,F,F,1,90,90,90,Y,13,25,661,P,S,N,C,0,0,0,0,Y,120
FL,34608,"105,000.00","104,818.60",20070601,20070302,20070501,20370401,360,358,2,6.75,0.25,0,C,N,F,F,1,69.54,69.42,69.54,N,,0,683,C,P,SS,SF,0,0,0,40.013,N,0
FL,33547,"337,000.00","337,000.00",20070601,20070223,20070401,20370301,360,357,3,6.5,0.25,0,C,N,F,F,1,100,100,100,Y,12,35,730,P,P,F,SF,0,0,0,39.809,Y,120
FL,33487,"245,000.00","244,298.95",20070601,20070223,20070401,20370301,360,357,3,6.25,0.25,0,C,N,F,F,1,79.03,78.81,79.03,N,,0,676,R,P,S,PUD,0,0,0,0,N,0
FL,34787,"191,600.00","191,600.00",20070601,20070227,20070401,20370301,360,357,3,6.125,0.25,0,C,N,F,F,1,72.3,72.3,72.3,N,,0,737,C,I,F,PUD,0,0,0,39.679,Y,120
FL,33993,"299,077.94","297,837.76",20070601,20061218,20070201,20370101,360,355,5,7,0.25,0,C,N,F,F,1,72.95,72.64,72.95,N,,0,744,R,P,S,SF,0,0,0,0,N,0
FL,33027,"354,560.00","354,559.98",20070601,20070314,20070501,20370401,360,358,2,7.125,0.25,0,C,N,F,F,1,79.99,79.99,94.99,N,,0,746,P,S,S,PUD,0,0,0,50.581,Y,120
FL,32439,"235,000.00","234,311.29",20070601,20070223,20070401,20370301,360,357,3,6.125,0.25,0,C,N,F,F,1,75.81,75.58,75.81,N,,0,715,C,P,N,SF,0,0,0,0,N,0
FL,34982,"138,400.00","138,199.02",20070601,20070320,20070501,20370401,360,358,2,7.625,0.25,0,C,N,F,F,1,80,79.88,80,N,,0,814,P,P,S,PUD,0,0,0,0,N,0
FL,34446,"96,000.00","95,900.00",20070601,20070309,20070501,20370401,360,358,2,8.125,0.25,0,C,N,F,F,1,73.28,73.21,73.28,N,,0,634,C,P,N,SF,0,0,0,0,Y,120
FL,32428,"116,000.00","115,799.68",20070601,20070314,20070501,20370401,360,358,2,6.75,0.25,0,C,N,F,F,1,50.43,50.35,50.43,N,,0,696,C,P,S,PUD,0,0,0,0,N,0
FL,32907,"209,000.00","208,550.74",20070601,20070312,20070501,20370401,360,358,2,6.625,0.25,0,C,N,F,F,1,87.08,86.9,87.08,Y,11,12,687,C,S,S,SF,0,0,0,0,N,0
FL,33018,"272,000.00","271,996.76",20070601,20070314,20070501,20370401,360,358,2,6.375,0.25,0,C,N,F,F,1,80,80,80,N,,0,752,C,P,S,SF,0,0,0,45.039,Y,120
FL,33616,"162,000.00","161,758.79",20070601,20070307,20070501,20370401,360,358,2,7.5,0.25,0,C,N,F,F,1,87.57,87.44,87.57,Y,11,25,690,C,P,N,SF,0,0,0,0,N,0
FL,32909,"63,900.00","63,799.98",20070601,20070321,20070501,20370401,360,358,2,7.25,0.25,0,C,N,F,F,1,90,89.86,90,Y,11,25,766,P,I,S,SF,0,0,0,0,N,0
FL,33319,"193,600.00","193,231.65",20070601,20070316,20070501,20370401,360,358,2,6.25,0.25,0,C,N,F,F,1,80,79.85,100,N,,0,750,P,P,S,PUD,0,0,0,38.912,N,0
FL,32725,"130,000.00","130,000.00",20070601,20070314,20070501,20370401,360,358,2,7.125,0.25,0,C,N,F,F,1,79.27,79.27,79.27,N,,0,698,R,I,S,SF,0,0,0,0,Y,120
FL,32256,"176,000.00","175,674.43",20070601,20070316,20070501,20370401,360,358,2,7,0.25,0,C,N,F,F,1,78.57,78.43,78.57,N,,0,752,R,P,N,PUD,0,0,0,0,N,0
FL,33543,"200,000.00","199,814.76",20070601,20070406,20070601,20370501,360,359,1,6.375,0.25,0,C,N,F,F,1,63.49,63.44,63.49,N,,0,653,P,P,N,PUD,0,0,0,0,N,0
FL,33321,"221,600.00","221,384.61",20070601,20070417,20070601,20370501,360,359,1,6.125,0.25,0,C,N,F,F,1,80,79.92,100,N,,0,761,P,P,F,PUD,0,0,0,41.81,N,0
FL,33619,"133,100.00","132,737.08",20070601,20070209,20070401,20370301,360,357,3,6.5,0.25,0,C,N,F,F,1,89.99,89.75,89.99,Y,13,25,722,P,S,S,C,0,0,0,49.12,N,0
FL,32955,"203,790.00","203,790.00",20070601,20070511,20070701,20370601,360,360,0,8.375,0.25,0,C,N,F,F,1,80,80,95,N,,0,694,P,P,S,PUD,0,0,0,43.99,N,0
FL,33935,"87,750.00","87,750.00",20070601,20070507,20070701,20370601,360,360,0,7.5,0.25,0,C,N,F,F,1,65,65,65,N,,0,709,P,S,NR,PUD,0,0,0,0,N,0
FL,33131,"648,000.00","648,000.00",20070601,20070524,20070701,20370601,360,360,0,9,0.25,0,C,N,F,F,1,80,80,95,N,,0,749,P,P,S,C,0,0,0,49.13,Y,60
FL,32746,"995,000.00","995,000.00",20070601,20070523,20070701,20370601,360,360,0,6.25,0.25,0,C,N,F,F,1,58.53,58.53,58.53,N,,0,719,P,P,S,PUD,0,0,0,32.24,Y,120
FL,34711,"431,950.00","431,950.00",20070601,20070416,20070601,20370501,360,359,1,8.125,0.25,0,C,N,F,F,1,79.99,79.99,79.99,N,,0,657,P,S,NR,PUD,0,0,0,0,Y,60
FL,34109,"700,000.00","700,000.00",20070601,20070525,20070701,20370601,360,360,0,6.25,0.25,0,C,N,F,F,1,58.33,58.33,58.33,N,,0,750,R,P,S,PUD,0,0,0,28.93,Y,120
FL,33133,"500,000.00","500,000.00",20070601,20070511,20070701,20370601,360,360,0,9.25,0.25,0,C,N,F,F,1,84.03,84.03,84.03,Y,1,12,703,P,S,N,SF,0,0,0,0,N,0
FL,34484,"540,000.00","540,000.00",20070601,20070531,20070701,20370601,360,360,0,6.5,0.25,0,C,N,F,F,1,80,80,80,N,,0,787,P,P,S,SF,0,0,0,18,N,0
FL,32909,"229,270.00","229,072.59",20070601,20070504,20070601,20370501,360,359,1,6.75,0.25,0,C,N,F,F,1,80,79.93,94.99,N,,0,759,P,P,S,SF,0,0,0,42.4,N,0
FL,33470,"223,920.00","223,753.82",20070601,20070420,20070601,20370501,360,359,1,7.5,0.25,0,C,N,F,F,1,80,79.94,97,N,,0,749,P,P,S,SF,0,0,0,44.71,N,0
FL,33905,"485,000.00","485,000.00",20070601,20070503,20070601,20370501,360,359,1,7.95,0.25,0.69,C,N,F,F,1,100,100,100,Y,24,40,682,P,P,NR,PUD,0,0,0,0,Y,120
FL,32003,"240,800.00","240,800.00",20070601,20070519,20070701,20370601,360,360,0,6.125,0.25,0,C,N,F,F,1,80,80,80,N,,0,630,C,P,F,PUD,0,0,0,31.49,N,0
FL,32903,"247,500.00","246,748.51",20070601,20061116,20070101,20361201,360,354,6,9.5,0.25,0,C,N,F,F,1,90,89.73,90,Y,1,25,693,C,S,N,SF,0,0,0,0,N,0
FL,33068,"155,200.00","155,200.00",20070601,20061117,20070101,20361201,360,354,6,8,0.25,0,C,N,F,F,1,80,80,100,N,,0,627,C,P,S,PUD,0,0,0,43.82,Y,120
FL,34744,"175,000.00","174,208.44",20070601,20061117,20070101,20361201,360,354,6,7.5,0.25,0,C,N,F,F,1,72.92,72.59,72.92,N,,0,728,C,P,N,SF,0,0,0,0,N,0
FL,33023,"127,500.00","126,917.40",20070601,20061128,20070201,20370101,360,355,5,6.5,0.25,0,C,N,F,F,1,41.8,41.61,41.8,N,,0,656,C,P,N,SF,0,0,0,0,N,0
FL,32807,"98,000.00","97,486.52",20070601,20061130,20070101,20361201,360,354,6,6.75,0.25,0,C,N,F,F,1,52.41,52.13,52.41,N,,0,776,C,P,N,SF,0,0,0,0,N,0
FL,32809,"79,200.00","78,930.74",20070601,20061211,20070201,20370101,360,355,5,8,0.25,0,C,N,F,F,1,80,79.73,90,N,,0,622,P,S,NR,C,0,0,0,0,N,0
FL,32301,"77,000.00","76,731.55",20070601,20061213,20070201,20370101,360,355,5,7.875,0.25,0,C,N,F,F,1,70,69.76,90,N,,0,653,P,I,SS,SF,0,0,0,49.25,N,0
FL,33405,"142,000.00","141,335.36",20070601,20061211,20070201,20370101,360,355,5,6.375,0.25,0,C,N,F,F,1,47.02,46.8,47.02,N,,0,679,C,P,S,SF,0,0,0,0,N,0
GA,30265,"199,900.00","199,235.76",20070601,20070109,20070301,20370201,360,356,4,7.275,0.25,0.55,C,N,F,F,1,100,99.67,100,Y,11,40,766,P,P,SS,PUD,0,0,0,40.66,N,0
GA,30132,"225,520.00","224,697.86",20070601,20070119,20070301,20370201,360,356,4,6.5,0.25,0,C,N,F,F,1,80,79.71,100,N,,0,708,P,P,S,PUD,0,0,0,42.13,N,0
GA,30052,"151,920.00","151,417.50",20070601,20070116,20070301,20370201,360,356,4,7,0.25,0,C,N,F,F,1,80,79.74,80,N,,0,685,P,P,N,PUD,0,0,0,0,N,0
GA,31557,"145,600.00","145,069.22",20070601,20070119,20070301,20370201,360,356,4,6.5,0.25,0,C,N,F,F,1,80,79.71,100,N,,0,698,R,P,F,SF,0,0,0,42.18,N,0
GA,30032,"175,000.00","175,000.00",20070601,20061204,20070101,20361201,360,354,6,9.875,0.25,2.07,C,N,F,F,1,100,100,100,Y,11,40,649,P,P,S,SF,0,0,0,53.88,Y,120
GA,30008,"147,900.00","147,518.81",20070601,20070131,20070301,20370201,360,356,4,8.25,0.25,0.54,C,N,F,F,1,100,99.74,100,Y,24,40,681,P,P,F,SF,0,0,0,49.24,N,0
GA,30004,"115,600.00","115,120.64",20070601,20061201,20070201,20370101,360,355,5,7,0.25,0,C,N,F,F,1,80,79.67,100,N,,0,732,P,P,SS,PUD,0,0,0,44.18,N,0
GA,31405,"145,000.00","145,000.00",20070601,20070103,20070201,20370101,360,355,5,7.6,0.25,0.41,C,N,F,F,1,100,100,100,Y,11,40,759,P,P,F,SF,0,0,0,41.48,Y,60
GA,30535,"92,800.00","92,570.46",20070601,20070215,20070401,20370301,360,357,3,7,0.25,0,C,N,F,F,1,80,79.8,80,N,,0,774,P,P,N,SF,0,0,0,0,N,0
GA,30318,"137,520.00","137,482.03",20070601,20070228,20070401,20370301,360,357,3,6.625,0.25,0,C,N,F,F,1,80,79.98,100,N,,0,774,P,P,F,C,0,0,0,37.53,Y,120
GA,30127,"119,200.00","118,945.98",20070601,20070301,20070401,20370301,360,357,3,7.75,0.25,0,C,N,F,F,1,80,79.83,100,N,,0,747,P,P,S,SF,0,0,0,41,N,0
GA,31014,"122,320.00","121,994.87",20070601,20070212,20070401,20370301,360,357,3,6.75,0.25,0,C,N,F,F,1,80,79.79,100,N,,0,676,P,P,F,SF,0,0,0,44.67,N,0
GA,30506,"130,000.00","130,000.00",20070601,20070316,20070501,20370401,360,358,2,6.875,0.25,0,C,N,F,F,1,79.75,79.75,79.75,N,,0,748,C,P,F,SF,0,0,0,38.09,Y,120
GA,30126,"133,500.00","133,246.00",20070601,20070309,20070501,20370401,360,358,2,6.25,0.25,0,C,N,F,F,1,79.99,79.84,79.99,N,,0,665,P,P,F,PUD,0,0,0,32.76,N,0
GA,30011,"121,600.00","121,423.42",20070601,20070316,20070501,20370401,360,358,2,7.625,0.25,0,C,N,F,F,1,80,79.88,80,N,,0,688,R,I,F,SF,0,0,0,13.77,N,0
GA,31520,"101,600.00","101,544.50",20070601,20070427,20070601,20370501,360,359,1,9,0.25,0,C,N,F,F,1,80,79.96,80,N,,0,645,C,I,S,SF,0,0,0,20.47,N,0
GA,30171,"319,840.00","319,550.86",20070601,20070406,20070601,20370501,360,359,1,6.5,0.25,0,C,N,F,F,1,80,79.93,100,N,,0,762,P,P,S,PUD,0,0,0,37.32,N,0
GA,30132,"148,000.00","147,892.89",20070601,20070409,20070601,20370501,360,359,1,7.625,0.25,0,C,N,F,F,1,80,79.94,80,N,,0,778,P,P,N,PUD,0,0,0,0,N,0
GA,30135,"150,000.00","144,917.09",20070601,20040512,20040701,20340601,360,324,36,6.875,0.5,0,C,N,F,F,1,89.82,86.78,89.82,Y,1,25,692,P,P,S,SF,0,0,0,49,N,0
GA,30189,"131,750.00","130,610.34",20070601,20060718,20060901,20360801,360,350,10,7,0.5,0,C,N,F,F,1,89.02,88.25,89.02,Y,1,25,628,C,P,S,SF,0,0,0,37,N,0
GA,30016,"128,000.00","125,833.38",20070601,20051014,20051114,20351014,360,340,20,6.84,0.25,0,C,N,F,F,1,80,78.65,80,N,,0,638,R,P,L,SF,0,0,0,22,N,0
GA,31558,"158,400.00","152,593.48",20070601,20040528,20040801,20340701,360,325,35,6.55,0.25,0,C,N,F,F,1,79.2,76.3,79.2,N,,0,656,R,P,F,SF,0,0,0,50,N,0
GA,30116,"143,000.00","138,641.18",20070601,20041025,20041201,20341101,360,329,31,6.49,0.25,0,C,N,F,F,1,66.82,64.79,66.82,N,,0,668,R,P,F,SF,0,0,0,38,N,0
GA,30741,"90,400.00","88,377.70",20070601,20050728,20050902,20350802,360,338,22,6.14,0.25,0,C,N,F,F,1,80,78.21,80,N,,0,700,R,P,F,SF,0,0,0,40,N,0
GA,30152,"108,000.00","103,647.47",20070601,20031104,20040101,20331201,360,318,42,6.8,0.25,0,C,N,F,F,1,80,76.78,80,N,,0,645,R,P,F,SF,0,0,0,46,N,0
GA,30238,"164,000.00","160,012.20",20070601,20050525,20050701,20350601,360,336,24,7.75,0.25,0,C,N,F,F,1,80,78.05,80,N,,0,629,R,P,F,SF,0,0,0,49,N,0
GA,30180,"140,800.00","138,255.62",20070601,20050723,20050901,20350801,360,338,22,7.45,0.25,0,C,N,F,F,1,80,78.55,80,N,,0,677,R,P,F,SF,0,0,0,51,N,0
GA,30349,"203,000.00","202,613.76",20070601,20070309,20070501,20370401,360,358,2,6.25,0.25,0,C,N,F,F,1,79.61,79.46,93.42,N,,0,714,R,P,F,PUD,0,0,0,45,N,0
GA,30305,"417,000.00","416,147.60",20070601,20070308,20070501,20370401,360,358,2,5.875,0.25,0,C,N,F,F,1,66.19,66.06,66.19,N,,0,780,R,P,F,SF,0,0,0,44.65,N,0
GA,30101,"135,000.00","134,877.96",20070601,20070409,20070601,20370501,360,359,1,6.5,0.25,0,C,N,F,F,1,64.29,64.23,64.29,N,,0,693,C,P,NR,SF,0,0,0,0,N,0
GA,30517,"128,000.00","127,881.44",20070601,20070424,20070601,20370501,360,359,1,6.375,0.25,0,C,N,F,F,1,80,79.93,80,N,,0,783,R,P,F,SF,0,0,0,47.05,N,0
GA,30184,"125,000.00","125,000.00",20070601,20070427,20070701,20370601,360,360,0,8.5,0.25,0.57,C,N,F,F,1,100,100,100,Y,24,40,701,C,P,F,SF,0,0,0,47.9,N,0
GA,30535,"114,000.00","113,613.60",20070601,20070126,20070301,20370201,360,356,4,6.875,0.25,0,C,N,F,F,1,95,94.68,95,Y,11,30,713,R,P,N,SF,0,0,0,0,N,0
GA,31047,"173,000.00","172,578.16",20070601,20070302,20070501,20370401,360,358,2,6.5,0.25,0,C,N,F,F,1,76.21,76.03,83.26,N,,0,759,C,P,SS,SF,0,0,0,37.161,N,0
GA,30907,"76,000.00","75,943.60",20070601,20070420,20070601,20370501,360,359,1,7.5,0.25,0,C,N,F,F,1,60.32,60.27,60.32,N,,0,653,P,P,F,SF,0,0,0,39.15,N,0
GA,30134,"143,992.00","143,730.95",20070601,20070330,20070501,20370401,360,358,2,6.5,0.25,0,C,N,F,F,1,80,79.85,100,N,,0,706,P,P,N,PUD,0,0,0,0,N,0
GA,30512,"50,000.00","49,962.89",20070601,20070430,20070601,20370501,360,359,1,7.5,0.25,0,C,N,F,F,1,30.3,30.28,30.3,N,,0,688,C,I,F,SF,0,0,0,43.78,N,0
GA,30253,"588,000.00","588,000.00",20070601,20070425,20070601,20370501,360,359,1,7.5,0.25,0,C,N,F,F,1,80,80,95,N,,0,667,P,P,S,PUD,0,0,0,50,Y,120
GA,30058,"715,000.00","715,000.00",20070601,20070501,20070701,20370601,360,360,0,6.375,0.25,0,C,N,F,F,1,73.33,73.33,88.35,N,,0,681,C,P,S,PUD,0,0,0,44.82,Y,120
GA,30506,"455,000.00","454,722.94",20070601,20070427,20070601,20370501,360,359,1,8.475,0.25,0.54,C,N,F,F,1,100,99.94,100,Y,24,40,751,P,S,S,SF,0,0,0,42,N,0
GA,30253,"56,000.00","55,958.43",20070601,20070427,20070601,20370501,360,359,1,7.5,0.25,0,C,N,F,F,1,55.45,55.4,55.45,N,,0,789,C,I,NR,SF,0,0,0,0,N,0
GA,30530,"196,600.00","196,600.00",20070601,20070503,20070701,20370601,360,360,0,5.625,0.25,0,C,N,F,F,1,78.17,78.17,78.17,N,,0,687,R,P,F,SF,0,0,0,36.45,N,0
GA,30047,"198,400.00","197,399.25",20070601,20061115,20070101,20361201,360,354,6,7.5,0.25,0,C,N,F,F,1,80,79.6,100,N,,0,625,P,P,NR,SF,0,0,0,0,Y,120
GA,30032,"101,950.00","101,106.88",20070601,20061117,20070101,20361201,360,354,6,6.5,0.25,0,C,N,F,F,1,50,49.59,50,N,,0,763,P,P,N,PUD,0,0,0,0,N,0
GA,30135,"87,850.00","87,831.68",20070601,20061121,20070101,20361201,360,354,6,8,0.25,0,C,N,F,F,1,70,69.99,95,N,,0,708,P,I,N,SF,0,0,0,0,Y,120
HI,96737,"200,000.00","199,454.63",20070601,20070214,20070401,20370301,360,357,3,6.5,0.25,0,C,N,F,F,1,80,79.78,95,N,,0,793,P,S,F,SF,0,0,0,44,N,0
HI,96720,"500,000.00","500,000.00",20070601,20070420,20070601,20370501,360,359,1,7.5,0.25,0,C,N,F,F,1,68.97,68.97,68.97,N,,0,716,P,P,N,SF,0,0,0,0,Y,120
HI,96762,"615,000.00","614,543.58",20070601,20070405,20070601,20370501,360,359,1,7.5,0.25,0,C,N,F,F,1,75,74.94,95,N,,0,805,P,S,S,PUD,0,0,0,42,N,0
HI,96732,"645,734.00","645,734.00",20070601,20070525,20070701,20370601,360,360,0,7.1,0.25,0.47,C,N,F,F,1,100,100,100,Y,24,40,718,P,P,F,PUD,0,0,0,47.15,Y,60
IA,50047,"230,000.00","229,491.40",20070601,20070129,20070301,20370201,360,356,4,10.05,0.25,0.52,C,N,F,F,1,100,99.78,100,Y,24,40,737,C,P,F,SF,0,0,0,36.81,N,0
IA,52601,"79,500.00","77,428.94",20070601,20050420,20050601,20350501,360,335,25,6.25,0.5,0,C,N,F,F,1,100,97.39,100,Y,12,35,642,P,P,S,SF,0,0,0,40,N,0
IA,50701,"87,900.00","85,821.71",20070601,20050527,20050701,20350601,360,336,24,6.375,0.5,0,C,N,F,F,1,79.95,78.06,79.95,N,,0,691,P,I,S,SF,0,0,0,38,N,0
IA,52802,"73,080.00","71,335.51",20070601,20040826,20041001,20340901,360,327,33,8.175,0.25,0,C,N,F,F,1,79.43,77.54,79.43,N,,0,663,C,P,F,SF,0,0,0,26,N,0
IA,50703,"69,600.00","68,559.32",20070601,20050930,20051105,20351005,360,340,20,7.49,0.25,0,C,N,F,F,1,80,78.8,80,N,,0,678,R,P,F,SF,0,0,0,26,N,0
IA,50317,"74,800.00","70,771.88",20070601,20030530,20030701,20330601,360,312,48,6,0.25,0,C,N,F,F,1,80,75.69,80,N,,0,796,P,P,F,SF,0,0,0,39,N,0
IA,50265,"140,000.00","133,933.90",20070601,20040226,20040401,20340301,360,321,39,6,0.25,0,C,N,F,F,1,69.2,66.2,69.2,N,,0,784,P,P,L,SF,0,0,0,38,N,0
IA,50240,"164,400.00","163,962.42",20070601,20070227,20070401,20370301,360,357,3,6.625,0.25,0,C,N,F,F,1,80,79.79,100,N,,0,768,P,P,S,SF,0,0,0,37.592,N,0
IA,50023,"175,950.00","175,276.95",20070601,20070112,20070301,20370201,360,356,4,6.25,0.25,0,C,N,F,F,1,85,84.67,85,Y,11,12,760,R,I,S,SF,0,0,0,37.635,N,0
IA,50023,"176,800.00","176,123.71",20070601,20070112,20070301,20370201,360,356,4,6.25,0.25,0,C,N,F,F,1,85,84.67,85,Y,11,12,760,R,I,S,SF,0,0,0,37.635,N,0
ID,83406,"169,900.00","168,024.46",20070601,20060629,20060801,20360701,360,349,11,7.253,0.5,0,C,N,F,F,1,64.23,63.53,64.23,N,,0,640,P,P,S,SF,0,0,0,25,N,0
ID,83712,"210,000.00","209,427.36",20070601,20070212,20070401,20370301,360,357,3,6.5,0.25,0,C,N,F,F,1,60,59.84,60,N,,0,793,C,P,F,PUD,0,0,0,30.59,N,0
ID,83313,"245,000.00","244,738.08",20070601,20070425,20070601,20370501,360,359,1,5.625,0.25,0,C,N,F,F,1,53.26,53.2,53.26,N,,0,642,R,P,F,SF,0,0,0,21.31,N,0
ID,83706,"145,600.00","145,600.00",20070601,20070216,20070401,20370301,360,357,3,7.25,0.25,0,C,N,F,F,1,80,80,90,N,,0,774,P,I,F,SF,0,0,0,37.63,Y,120
ID,83660,"81,000.00","80,758.69",20070601,20070213,20070401,20370301,360,357,3,8,0.25,0.82,C,N,F,F,1,90,89.73,90,Y,6,25,667,P,P,N,SF,0,0,0,0,N,0
ID,83619,"110,200.00","110,009.70",20070601,20070302,20070501,20370401,360,358,2,6.75,0.25,0,C,N,F,F,1,95,94.84,95,Y,13,30,695,C,P,F,SF,0,0,0,47.173,N,0
ID,83201,"105,300.00","105,121.23",20070601,20070315,20070501,20370401,360,358,2,7.375,0.25,0,C,N,F,F,1,90,89.85,90,Y,13,25,734,P,P,N,2-4F,0,0,0,0,N,0
IL,60647,"385,100.00","381,936.71",20070601,20060713,20060901,20360801,360,350,10,7.125,0.25,0,C,N,F,F,1,58.79,58.31,58.79,N,,0,658,C,P,S,2-4F,0,0,0,31.3,N,0
IL,60620,"290,000.00","290,000.00",20070601,20070130,20070301,20370201,360,356,4,8.5,0.25,0.96,C,N,F,F,1,100,100,100,Y,11,40,696,P,P,S,2-4F,0,0,0,40,Y,60
IL,60612,"420,000.00","420,000.00",20070601,20070126,20070301,20370201,360,356,4,8.225,0.25,0.54,C,N,F,F,1,100,100,100,Y,11,40,796,P,P,S,2-4F,0,0,0,43.52,Y,60
IL,60466,"76,000.00","75,637.92",20070601,20061116,20070101,20361201,360,354,6,7.25,0.25,0.46,C,N,F,F,1,100,99.52,100,Y,11,40,735,P,P,F,SF,0,0,0,36,N,0
IL,60477,"340,000.00","340,000.00",20070601,20070223,20070401,20370301,360,357,3,7.925,0.25,0.52,C,N,F,F,1,95.24,95.24,95.24,Y,24,40,721,C,P,F,SF,0,0,0,49.81,Y,60
IL,60446,"184,000.00","184,000.00",20070601,20070131,20070401,20370301,360,357,3,8.375,0.25,0,C,N,F,F,1,80,80,100,N,,0,749,C,P,N,SF,0,0,0,0,Y,60
IL,60714,"222,400.00","220,894.34",20070601,20070226,20070401,20370301,360,357,3,6.875,0.25,0,C,N,F,F,1,80,79.46,100,N,,0,731,P,P,S,SF,0,0,0,47,N,0
IL,60431,"227,992.00","227,524.35",20070601,20070312,20070501,20370401,360,358,2,6.75,0.25,0,C,N,F,F,1,80,79.84,100,N,,0,762,P,P,S,PUD,0,0,0,0,N,0
IL,62674,"104,000.00","103,855.65",20070601,20070323,20070501,20370401,360,358,2,7.85,0.25,0.57,C,N,F,F,1,100,99.86,100,Y,24,40,727,P,P,NR,SF,0,0,0,0,N,0
IL,60636,"152,000.00","151,887.19",20070601,20070403,20070601,20370501,360,359,1,7.5,0.25,0,C,N,F,F,1,80,79.94,100,N,,0,726,P,P,N,2-4F,0,0,0,0,N,0
IL,60804,"165,750.00","165,075.69",20070601,20070404,20070601,20370501,360,359,1,8.375,0.25,0,C,N,F,F,1,65,64.74,65,N,,0,727,C,I,N,2-4F,0,0,0,0,Y,60
IL,60827,"117,000.00","117,000.00",20070601,20070302,20070401,20370301,360,357,3,8.375,0.25,0,C,N,F,F,1,78,78,78,N,,0,624,C,I,NR,SF,0,0,0,0,Y,120
IL,60156,"213,900.00","206,606.64",20070601,20040930,20041101,20341001,360,328,32,6.5,0.5,0,C,N,F,F,1,93,89.83,93,Y,12,30,707,P,P,S,SF,0,0,0,33,N,0
