STATE,ZIPCODE,ORIGBAL,CURBAL,ASOFDATE,ORIGDATE,FPDATE,MTDATE,ORIGTERM,STDRTM,SEASON,RATE,SFEE,PMI_COST,LOANTYPE,BALLOON,RATETYPE,ARMTYPE,LIENPOS,Original LTV,Current LTV,Combined LTV,PMI_FLAG,PMICODE,PMI_PCT,FICO,LOANPURP,OWNOCC,LIMDOC,PROPTYPE,PRPAYPEN,Hard_Prepayment_(months),Soft_Prepayment_(months),DTI,IOFLAG,IOTERM
CA,95437,"750,000.00","750,000.00",20070601,20070427,20070601,20370501,360,359,1,7.875,0.25,0,C,N,F,F,1,69.44,69.44,69.44,N,,0,657,C,P,S,SF,0,0,0,46.56,Y,120
CA,92688,"500,000.00","499,490.23",20070601,20070430,20070601,20370501,360,359,1,5.875,0.25,0,C,N,F,F,1,80,79.92,80,N,,0,780,P,P,F,PUD,0,0,0,41.01,N,0
CA,92620,"576,000.00","576,000.00",20070601,20070420,20070601,20370501,360,359,1,6.375,0.25,0,C,N,F,F,1,80,80,80,N,,0,782,P,P,F,SF,0,0,0,33.42,Y,120
CA,92648,"931,000.00","930,116.63",20070601,20070416,20070601,20370501,360,359,1,6.25,0.25,0,C,N,F,F,1,70,69.93,70,N,,0,768,P,S,NR,2-4F,0,0,0,0,N,0
CA,94303,"425,000.00","424,596.74",20070601,20070412,20070601,20370501,360,359,1,6.25,0.25,0,C,N,F,F,1,60.2,60.14,60.2,N,,0,711,R,P,S,SF,0,0,0,37.64,N,0
CA,90807,"600,000.00","600,000.00",20070601,20070223,20070401,20370301,360,357,3,7,0.25,0,C,N,F,F,1,80,80,100,N,,0,698,P,P,S,2-4F,0,0,0,44.4,Y,120
CA,95747,"640,000.00","640,000.00",20070601,20070419,20070601,20370501,360,359,1,8.6,0.25,0.49,C,N,F,F,1,100,100,100,Y,24,40,775,P,P,NR,SF,0,0,0,0,Y,120
CA,92551,"225,000.00","225,000.00",20070601,20070420,20070601,20370501,360,359,1,8,0.25,0,C,N,F,F,1,75,75,75,N,,0,625,C,P,SS,SF,0,0,0,28,Y,120
CA,91791,"660,000.00","659,373.77",20070601,20070424,20070601,20370501,360,359,1,6.25,0.25,0,C,N,F,F,1,77.65,77.57,77.65,N,,0,779,P,P,S,SF,0,0,0,37.75,N,0
CA,92708,"577,500.00","576,952.04",20070601,20070413,20070601,20370501,360,359,1,6.25,0.25,0,C,N,F,F,1,70,69.93,70,N,,0,662,C,P,F,SF,0,0,0,54.85,N,0
CA,92673,"650,000.00","649,412.39",20070601,20070420,20070601,20370501,360,359,1,6.5,0.25,0,C,N,F,F,1,76.47,76.4,90,N,,0,724,C,P,F,PUD,0,0,0,39.62,N,0
CA,91040,"596,000.00","596,000.00",20070601,20070418,20070601,20370501,360,359,1,7.475,0.25,0.45,C,N,F,F,1,95,95,95,Y,24,35,746,P,P,S,SF,0,0,0,41.63,Y,120
CA,94066,"600,000.00","600,000.00",20070601,20070510,20070701,20370601,360,360,0,6.75,0.25,0,C,N,F,F,1,77.92,77.92,77.92,N,,0,774,C,P,S,SF,0,0,0,39,N,0
CA,92009,"475,000.00","474,570.60",20070601,20070405,20070601,20370501,360,359,1,6.5,0.25,0,C,N,F,F,1,68.94,68.88,68.94,N,,0,720,R,P,S,PUD,0,0,0,28.91,N,0
CA,93023,"581,000.00","580,448.72",20070601,20070405,20070601,20370501,360,359,1,6.25,0.25,0,C,N,F,F,1,78.51,78.44,78.51,N,,0,787,R,P,S,SF,0,0,0,40.41,N,0
CA,91307,"432,500.00","432,500.00",20070601,20070329,20070501,20370401,360,358,2,6.375,0.25,0,C,N,F,F,1,56.17,56.17,56.17,N,,0,752,R,P,F,SF,0,0,0,44.67,Y,120
CA,90746,"494,000.00","493,542.46",20070601,20070405,20070601,20370501,360,359,1,6.375,0.25,0,C,N,F,F,1,67.67,67.61,67.67,N,,0,711,R,P,S,PUD,0,0,0,32.42,N,0
CA,94105,"470,000.00","470,000.00",20070601,20070508,20070701,20370601,360,360,0,6.75,0.25,0,C,N,F,F,1,71.76,71.76,71.76,N,,0,712,P,P,F,C,0,0,0,47.83,N,0
CA,91709,"872,000.00","872,000.00",20070601,20070501,20070701,20370601,360,360,0,7.999,0.25,0,C,N,F,F,1,80,80,100,N,,0,748,P,P,S,PUD,0,0,0,16.53,Y,120
CA,95124,"640,000.00","640,000.00",20070601,20070503,20070701,20370601,360,360,0,6.875,0.25,0,C,N,F,F,1,78.05,78.05,87.8,N,,0,712,C,P,F,SF,0,0,0,45.33,Y,120
CA,95630,"570,000.00","570,000.00",20070601,20070503,20070701,20370601,360,360,0,7.6,0.25,0.49,C,N,F,F,1,100,100,100,Y,24,40,791,P,P,S,SF,0,0,0,42,Y,120
CA,95451,"468,750.00","468,750.00",20070601,20070508,20070701,20370601,360,360,0,8.125,0.25,0,C,N,F,F,1,75,75,75,N,,0,714,C,I,S,SF,0,0,0,42.33,Y,120
CA,94610,"550,500.00","549,501.99",20070601,20070321,20070501,20370401,360,358,2,6.5,0.25,0,C,N,F,F,1,75.26,75.12,75.26,N,,0,766,R,P,F,SF,0,0,0,39.18,N,0
CA,92336,"425,000.00","425,000.00",20070601,20070501,20070701,20370601,360,360,0,8.075,0.25,0.69,C,N,F,F,1,100,100,100,Y,24,40,681,P,P,S,SF,0,0,0,45,Y,120
CA,90049,"1,155,000.00","1,155,000.00",20070601,20070504,20070701,20370601,360,360,0,6.75,0.25,0,C,N,F,F,1,70,70,79.09,N,,0,755,P,P,S,SF,0,0,0,35.33,Y,120
CA,95492,"628,000.00","628,000.00",20070601,20070508,20070701,20370601,360,360,0,7,0.25,0,C,N,F,F,1,80,80,80,N,,0,770,R,P,S,SF,0,0,0,39.93,Y,120
CA,93953,"1,275,000.00","1,275,000.00",20070601,20070522,20070701,20370601,360,360,0,6.25,0.25,0,C,N,F,F,1,72.86,72.86,78.57,N,,0,791,R,S,F,SF,0,0,0,40.05,N,0
CA,94561,"436,228.00","436,228.00",20070601,20070524,20070701,20370601,360,360,0,6.375,0.25,0,C,N,F,F,1,79.97,79.97,79.97,N,,0,701,P,P,S,SF,0,0,0,35.08,Y,60
CA,92346,"700,000.00","700,000.00",20070601,20070427,20070601,20370501,360,359,1,6.375,0.25,0,C,N,F,F,1,80,80,100,N,,0,762,P,P,S,PUD,0,0,0,31.04,Y,120
CA,94402,"712,000.00","712,000.00",20070601,20070511,20070701,20370601,360,360,0,6.875,0.25,0,C,N,F,F,1,80,80,89.99,N,,0,694,P,P,S,PUD,0,0,0,45,Y,120
CA,92870,"625,000.00","625,000.00",20070601,20070501,20070701,20370601,360,360,0,7.475,0.25,0.49,C,N,F,F,1,100,100,100,Y,24,40,762,P,P,S,SF,0,0,0,40.67,Y,120
CA,95527,"1,000,000.00","999,095.99",20070601,20070424,20070601,20370501,360,359,1,6.5,0.25,0,C,N,F,F,1,62.5,62.44,62.5,N,,0,794,C,P,S,SF,0,0,0,48,N,0
CA,93428,"490,000.00","489,089.91",20070601,20070329,20070501,20370401,360,358,2,6.375,0.25,0,C,N,F,F,1,78.4,78.25,78.4,N,,0,758,R,P,F,SF,0,0,0,43.28,N,0
CA,91354,"436,000.00","436,000.00",20070601,20070521,20070701,20370601,360,360,0,6.375,0.25,0,C,N,F,F,1,80,80,80,N,,0,713,R,P,S,SF,0,0,0,38.95,Y,120
CA,90026,"512,500.00","512,500.00",20070601,20070514,20070701,20370601,360,360,0,6.375,0.25,0,C,N,F,F,1,71.18,71.18,71.18,N,,0,798,R,P,S,SF,0,0,0,42.48,N,0
CA,93610,"650,000.00","650,000.00",20070601,20070531,20070701,20370601,360,360,0,7.95,0.25,0.69,C,N,F,F,1,100,100,100,Y,24,40,699,P,P,S,PUD,0,0,0,45,Y,60
CA,91709,"660,000.00","660,000.00",20070601,20070323,20070501,20370401,360,358,2,6.625,0.25,0,C,N,F,F,1,80,80,80,N,,0,716,C,P,F,SF,0,0,0,42,Y,120
CA,94545,"435,000.00","435,000.00",20070601,20070503,20070701,20370601,360,360,0,6.375,0.25,0,C,N,F,F,1,75,75,75,N,,0,772,C,P,S,SF,0,0,0,37.66,Y,120
CA,95242,"487,200.00","487,200.00",20070601,20070511,20070701,20370601,360,360,0,6.875,0.25,0,C,N,F,F,1,80,80,80,N,,0,739,R,P,S,SF,0,0,0,45,Y,120
CA,95120,"1,050,000.00","1,050,000.00",20070601,20070523,20070701,20370601,360,360,0,6.25,0.25,0,C,N,F,F,1,70,70,75,N,,0,732,R,P,S,SF,0,0,0,43.79,N,0
CA,94043,"614,000.00","614,000.00",20070601,20070501,20070701,20370601,360,360,0,6.625,0.25,0,C,N,F,F,1,80,80,80,N,,0,693,P,P,F,C,0,0,0,44.08,Y,120
CA,90807,"704,000.00","704,000.00",20070601,20070516,20070701,20370601,360,360,0,8.175,0.25,0.57,C,N,F,F,1,100,100,100,Y,24,40,723,P,P,S,SF,0,0,0,37.5,Y,120
CA,95452,"1,110,000.00","1,110,000.00",20070601,20070524,20070701,20370601,360,360,0,7.875,0.25,0,C,N,F,F,1,61.77,61.77,61.77,N,,0,749,C,P,S,SF,0,0,0,36.2,Y,120
CA,94503,"570,000.00","570,000.00",20070601,20070501,20070701,20370601,360,360,0,6.5,0.25,0,C,N,F,F,1,78.62,78.62,78.62,N,,0,732,R,P,S,SF,0,0,0,39.68,N,0
CA,95377,"440,000.00","440,000.00",20070601,20070521,20070701,20370601,360,360,0,6.75,0.25,0,C,N,F,F,1,80,80,100,N,,0,685,R,P,F,SF,0,0,0,48,N,0
CA,92057,"472,800.00","472,800.00",20070601,20070524,20070701,20370601,360,360,0,6.25,0.25,0,C,N,F,F,1,80,80,80,N,,0,683,R,P,S,SF,0,0,0,44.62,N,0
CA,94122,"665,700.00","665,700.00",20070601,20070502,20070701,20370601,360,360,0,6.625,0.25,0,C,N,F,F,1,70,70,70,N,,0,713,P,P,S,SF,0,0,0,31.05,Y,120
CA,92504,"465,500.00","465,058.32",20070601,20070413,20070601,20370501,360,359,1,6.25,0.25,0,C,N,F,F,1,77.58,77.51,77.58,N,,0,682,R,P,S,SF,0,0,0,44.27,N,0
CA,95122,"466,000.00","466,000.00",20070601,20070523,20070701,20370601,360,360,0,6.25,0.25,0,C,N,F,F,1,75.16,75.16,75.16,N,,0,765,R,P,F,SF,0,0,0,48.69,Y,120
CA,93306,"203,600.00","203,600.00",20070601,20070426,20070601,20370501,360,359,1,7.5,0.25,0,C,N,F,F,1,80,80,80,N,,0,775,P,P,S,SF,0,0,0,44.47,Y,120
CA,94904,"924,000.00","924,000.00",20070601,20070504,20070701,20370601,360,360,0,6.5,0.25,0,C,N,F,F,1,80,80,80,N,,0,719,P,P,F,SF,0,0,0,34.4,Y,120
CA,95648,"600,000.00","600,000.00",20070601,20070525,20070701,20370601,360,360,0,6.375,0.25,0,C,N,F,F,1,79.79,79.79,83.08,N,,0,735,R,P,F,SF,0,0,0,46.01,Y,120
CA,91766,"643,000.00","643,000.00",20070601,20070522,20070701,20370601,360,360,0,7.375,0.25,0,C,N,F,F,1,71.44,71.44,71.44,N,,0,775,R,P,S,SF,0,0,0,41.02,Y,120
CA,91764,"224,000.00","223,792.53",20070601,20070413,20070601,20370501,360,359,1,6.375,0.25,0,C,N,F,F,1,58.18,58.13,58.18,N,,0,678,C,P,N,SF,0,0,0,0,N,0
CA,90290,"825,000.00","825,000.00",20070601,20070508,20070701,20370601,360,360,0,6.875,0.25,0,C,N,F,F,1,75,75,75,N,,0,735,C,P,S,2-4F,0,0,0,41.18,N,0
CA,90405,"658,000.00","658,000.00",20070601,20070530,20070701,20370601,360,360,0,6.375,0.25,0,C,N,F,F,1,80,80,89.9,N,,0,808,P,P,F,C,0,0,0,10.77,N,0
CA,92705,"1,000,000.00","1,000,000.00",20070601,20070524,20070701,20370601,360,360,0,6.375,0.25,0,C,N,F,F,1,59,59,59,N,,0,806,P,P,S,SF,0,0,0,35.27,N,0
CA,90501,"624,000.00","624,000.00",20070601,20070514,20070701,20370601,360,360,0,7,0.25,0,C,N,F,F,1,80,80,80,N,,0,726,C,P,S,SF,0,0,0,44.61,N,0
CA,95635,"437,800.00","437,800.00",20070601,20070510,20070701,20370601,360,360,0,6.625,0.25,0,C,N,F,F,1,58.14,58.14,58.14,N,,0,754,R,P,S,SF,0,0,0,22.54,N,0
CA,95037,"527,200.00","527,200.00",20070601,20070508,20070701,20370601,360,360,0,6.5,0.25,0,C,N,F,F,1,79.28,79.28,79.28,N,,0,768,P,P,S,PUD,0,0,0,39.26,Y,120
CA,92411,"185,000.00","185,000.00",20070601,20070525,20070701,20370601,360,360,0,6,0.25,0,C,N,F,F,1,51.39,51.39,51.39,N,,0,814,C,P,N,SF,0,0,0,0,N,0
CA,93722,"143,000.00","143,000.00",20070601,20070514,20070701,20370601,360,360,0,6.125,0.25,0,C,N,F,F,1,48.81,48.81,48.81,N,,0,743,R,P,F,SF,0,0,0,42.63,N,0
CA,93454,"172,000.00","172,000.00",20070601,20070525,20070701,20370601,360,360,0,6,0.25,0,C,N,F,F,1,44.1,44.1,56.92,N,,0,686,R,P,F,PUD,0,0,0,51.44,N,0
CA,93561,"143,000.00","143,000.00",20070601,20070511,20070701,20370601,360,360,0,6.125,0.25,0,C,N,F,F,1,55,55,55,N,,0,790,C,P,F,SF,0,0,0,29.84,N,0
CA,92122,"548,426.00","548,426.26",20070601,20070223,20070401,20370301,360,357,3,6.25,0.25,0,C,N,F,F,1,77.79,77.79,77.79,N,,0,706,P,P,F,C,0,0,0,37.58,N,0
CO,80136,"260,000.00","260,000.00",20070601,20051213,20060201,20360101,360,343,17,7.625,0.25,0,C,N,F,F,1,80,80,100,N,,0,677,P,P,F,SF,0,0,0,30,Y,120
CO,80403,"127,000.00","126,446.90",20070601,20061206,20070201,20370101,360,355,5,6.75,0.25,0,C,N,F,F,1,50.8,50.58,50.8,N,,0,691,C,P,N,SF,0,0,0,0,N,0
CO,80204,"157,500.00","157,500.00",20070601,20061219,20070201,20370101,360,355,5,7.85,0.25,0.81,C,N,F,F,1,90,90,90,Y,11,30,656,R,P,S,SF,0,0,0,40.34,Y,60
CO,80601,"178,750.00","178,750.00",20070601,20070212,20070401,20370301,360,357,3,6.75,0.25,0,C,N,F,F,1,65,65,65,N,,0,719,C,P,N,SF,0,0,0,0,Y,120
CO,80501,"249,500.00","249,089.78",20070601,20070305,20070501,20370401,360,358,2,7,0.25,0,C,N,F,F,1,74.92,74.8,74.92,N,,0,704,C,P,S,SF,0,0,0,38.08,N,0
CO,80138,"318,400.00","318,400.00",20070601,20070321,20070501,20370401,360,358,2,6.75,0.25,0,C,N,F,F,1,80,80,100,N,,0,698,R,P,F,PUD,0,0,0,21.67,Y,60
CO,80236,"101,600.00","98,891.97",20070601,20050523,20050701,20350601,360,336,24,6,0.5,0,C,N,F,F,1,80,77.87,80,N,,0,697,P,P,S,SF,0,0,0,25,N,0
CO,80203,"100,000.00","99,348.05",20070601,20060804,20061001,20360901,360,351,9,7.75,0.5,0,C,N,F,F,1,80,79.48,80,N,,0,670,P,I,S,C,0,0,0,40,N,0
CO,80021,"172,000.00","168,093.02",20070601,20050725,20050901,20350801,360,338,22,6.09,0.25,0,C,N,F,F,1,80,78.18,80,N,,0,637,R,P,F,SF,0,0,0,39,N,0
CO,80211,"204,000.00","199,465.56",20070601,20050818,20051001,20350901,360,339,21,5.94,0.25,0,C,N,F,F,1,80,78.22,80,N,,0,690,R,P,F,SF,0,0,0,49,N,0
CO,80634,"152,000.00","148,777.59",20070601,20050826,20051001,20350901,360,339,21,6.29,0.25,0,C,N,F,F,1,80,78.3,80,N,,0,663,R,P,F,SF,0,0,0,45,N,0
CO,80906,"150,000.00","149,245.50",20070601,20070209,20070401,20370301,360,357,3,6,0.25,0,C,N,F,F,1,35.97,35.79,35.97,N,,0,812,P,P,F,SF,0,0,0,31.04,N,0
CO,81526,"203,000.00","202,802.70",20070601,20070420,20070601,20370501,360,359,1,6.125,0.25,0,C,N,F,F,1,47.99,47.94,47.99,N,,0,672,R,P,F,SF,0,0,0,38.21,N,0
CO,80219,"67,500.00","67,333.04",20070601,20070214,20070401,20370301,360,357,3,7,0.25,0,C,N,F,F,1,75,74.81,75,N,,0,766,R,I,F,SF,0,0,0,36.29,N,0
CO,80729,"225,000.00","224,294.00",20070601,20070209,20070401,20370301,360,357,3,7.5,0.25,0,C,N,F,F,1,90,89.72,90,Y,6,25,666,R,P,N,SF,0,0,0,0,N,0
CO,80550,"112,000.00","112,000.00",20070601,20070309,20070501,20370401,360,358,2,8,0.25,0,C,N,F,F,1,80,80,80,N,,0,799,P,I,S,SF,0,0,0,0,Y,120
CO,80820,"199,017.80","198,670.00",20070601,20070306,20070501,20370401,360,358,2,7.25,0.25,0,C,N,F,F,1,94.77,94.6,94.77,Y,12,30,721,P,P,SS,SF,0,0,0,36.129,Y,120
CO,80501,"170,000.00","169,954.84",20070601,20070119,20070301,20370201,360,356,4,6.375,0.25,0,C,N,F,F,1,79.81,79.79,79.81,N,,0,688,R,I,S,SF,0,0,0,0,Y,120
CO,80303,"516,000.00","516,000.00",20070601,20070410,20070601,20370501,360,359,1,6.625,0.25,0,C,N,F,F,1,80,80,100,N,,0,770,P,P,S,PUD,0,0,0,38.86,Y,120
CO,81224,"500,000.00","499,569.51",20070601,20070416,20070601,20370501,360,359,1,6.75,0.25,0,C,N,F,F,1,57.14,57.09,57.14,N,,0,675,C,P,NR,SF,0,0,0,0,N,0
CO,80435,"604,800.00","604,800.00",20070601,20070423,20070601,20370501,360,359,1,6.75,0.25,0,C,N,F,F,1,80,80,89.99,N,,0,709,P,P,S,SF,0,0,0,38.92,Y,120
CO,80813,"190,300.00","190,165.69",20070601,20070412,20070601,20370501,360,359,1,7.75,0.25,0,C,N,F,F,1,75.82,75.76,95.09,N,,0,653,R,P,SS,SF,0,0,0,43.21,N,0
CO,80302,"480,000.00","480,000.00",20070601,20070402,20070501,20370401,360,358,2,6.875,0.25,0,C,N,F,F,1,80,80,90,N,,0,701,C,P,S,SF,0,0,0,36.96,Y,120
CO,80209,"548,000.00","547,664.59",20070601,20070430,20070601,20370501,360,359,1,8.45,0.25,0.69,C,N,F,F,1,100,99.94,100,Y,24,40,687,P,P,S,SF,0,0,0,44.4,N,0
CO,80501,"144,750.00","144,637.08",20070601,20070427,20070601,20370501,360,359,1,7.25,0.25,0,C,N,F,F,1,75,74.94,75,N,,0,784,P,I,F,C,0,0,0,23.37,N,0
CO,80923,"208,000.00","208,000.00",20070601,20070504,20070701,20370601,360,360,0,6.375,0.25,0,C,N,F,F,1,80,80,100,N,,0,705,P,P,S,PUD,0,0,0,42.33,N,0
CO,80130,"454,400.00","454,400.00",20070601,20070523,20070701,20370601,360,360,0,6,0.25,0,C,N,F,F,1,80,80,95,N,,0,700,R,P,F,PUD,0,0,0,48.35,N,0
CO,80228,"120,000.00","120,000.00",20070601,20070504,20070701,20370601,360,360,0,6.375,0.25,0,C,N,F,F,1,80,80,80,N,,0,782,C,P,F,C,0,0,0,29.28,N,0
CO,80126,"258,400.00","258,400.00",20070601,20070504,20070701,20370601,360,360,0,5.875,0.25,0,C,N,F,F,1,80,80,80,N,,0,813,P,P,F,PUD,0,0,0,31.21,N,0
CO,81225,"641,550.00","641,550.00",20070601,20070523,20070701,20370601,360,360,0,7.5,0.25,0,C,N,F,F,1,70,70,90,N,,0,744,P,S,NR,C,0,0,0,0,Y,60
CO,80016,"173,000.00","173,000.00",20070601,20070524,20070701,20370601,360,360,0,6,0.25,0,C,N,F,F,1,76.04,76.04,76.04,N,,0,776,C,P,F,C,0,0,0,18.69,N,0
CO,81005,"368,000.00","366,387.66",20070601,20061204,20070201,20370101,360,355,5,6.75,0.25,0,C,N,F,F,1,80,79.65,85,N,,0,662,R,P,S,SF,0,0,0,45.02,N,0
CT,60370,"269,900.00","268,239.52",20070601,20061219,20070201,20370101,360,355,5,6.85,0.25,0.41,C,N,F,F,1,100,99.38,100,Y,11,40,751,P,P,F,SF,0,0,0,41.31,N,0
CT,6260,"160,000.00","159,659.02",20070601,20070306,20070401,20370301,360,357,3,7.75,0.25,0,C,N,F,F,1,80,79.83,80,N,,0,744,P,P,N,2-4F,0,0,0,0,N,0
CT,6385,"196,300.00","196,242.19",20070601,20070124,20070301,20370201,360,356,4,6.875,0.25,0,C,N,F,F,1,65,64.98,65,N,,0,672,C,P,N,SF,0,0,0,0,Y,120
CT,6804,"283,420.00","282,918.50",20070601,20070313,20070501,20370401,360,358,2,6.625,0.25,0,C,N,F,F,1,80,79.86,100,N,,0,735,P,P,NR,SF,0,0,0,0,N,0
CT,6902,"540,000.00","540,000.00",20070601,20070314,20070501,20370401,360,358,2,6.5,0.25,0,C,N,F,F,1,80,80,100,N,,0,777,P,P,S,2-4F,0,0,0,32.63,Y,120
CT,6460,"136,000.00","131,057.83",20070601,20040528,20040701,20340601,360,324,36,6.595,0.5,0,C,N,F,F,1,87.18,84.01,87.18,Y,12,25,646,P,P,S,C,0,0,0,30,N,0
CT,6514,"188,000.00","183,656.58",20070601,20050518,20050701,20350601,360,336,24,6.5,0.5,0,C,N,F,F,1,80,78.15,80,N,,0,659,P,I,S,2-4F,0,0,0,39,N,0
CT,6423,"234,650.00","229,107.06",20070601,20050711,20050901,20350801,360,338,22,5.875,0.5,0,C,N,F,F,1,95,92.76,95,Y,12,30,634,P,P,S,SF,0,0,0,38,N,0
CT,6786,"132,300.00","131,157.89",20070601,20060621,20060801,20360701,360,349,11,7.375,0.5,0,C,N,F,F,1,80.18,79.49,80.18,Y,1,12,764,P,I,S,2-4F,0,0,0,39,N,0
CT,6019,"171,200.00","169,363.51",20070601,20060612,20060801,20360701,360,349,11,7.5,0.5,0,C,N,F,F,1,76.09,75.27,76.09,N,,0,668,P,P,S,C,0,0,0,35,N,0
CT,6905,"417,000.00","416,554.20",20070601,20070413,20070601,20370501,360,359,1,5.625,0.25,0,C,N,F,F,1,59.57,59.51,59.57,N,,0,802,C,P,F,SF,0,0,0,26.51,N,0
CT,6854,"115,000.00","115,000.00",20070601,20070504,20070701,20370601,360,360,0,5.875,0.25,0,C,N,F,F,1,27.71,27.71,27.71,N,,0,782,P,P,F,C,0,0,0,37.22,N,0
CT,6811,"310,000.00","309,006.93",20070601,20070226,20070401,20370301,360,357,3,6.625,0.25,0,C,N,F,F,1,73.46,73.22,95,N,,0,664,R,P,S,SF,0,0,0,33.566,N,0
CT,6516,"261,250.00","261,250.00",20070601,20070315,20070501,20370401,360,358,2,7.75,0.25,0,C,N,F,F,1,95,95,95,Y,11,30,646,P,P,S,SF,0,0,0,0,Y,120
CT,6883,"1,692,215.00","1,692,215.00",20070601,20070514,20070701,20370601,360,360,0,6.125,0.25,0,C,N,F,F,1,70,70,70,N,,0,741,P,P,F,SF,0,0,0,0,N,0
CT,6902,"556,000.00","555,663.17",20070601,20070424,20070601,20370501,360,359,1,8.5,0.25,0,C,N,F,F,1,80,79.95,100,N,,0,704,P,P,NR,2-4F,0,0,0,0,N,0
CT,6784,"250,000.00","250,000.00",20070601,20070515,20070701,20370601,360,360,0,6,0.25,0,C,N,F,F,1,19.38,19.38,19.38,N,,0,778,P,S,F,SF,0,0,0,23.09,Y,120
CT,6037,"368,000.00","368,000.00",20070601,20070427,20070601,20370501,360,359,1,8.25,0.25,0,C,N,F,F,1,80,80,95,N,,0,680,R,P,S,SF,0,0,0,43,Y,120
CT,6511,"304,000.00","304,000.00",20070601,20070601,20070701,20370601,360,360,0,5.875,0.25,0,C,N,F,F,1,80,80,80,N,,0,795,P,S,F,C,0,0,0,7.78,N,0
DC,20006,"268,000.00","261,951.54",20070601,20050719,20050901,20350801,360,338,22,6.125,0.5,0,C,N,F,F,1,80,78.19,80,N,,0,775,P,P,S,C,0,0,0,38,N,0
DC,20002,"479,000.00","479,000.00",20070601,20070507,20070701,20370601,360,360,0,7.15,0.25,0.47,C,N,F,F,1,100,100,100,Y,24,40,705,P,P,F,C,0,0,0,44.43,N,0
DC,20008,"235,000.00","234,168.00",20070601,20070214,20070401,20370301,360,357,3,6.625,0.25,0,C,N,F,F,1,66.57,66.34,83.57,N,,0,703,C,P,S,C,0,0,0,0,Y,120
DC,20009,"399,000.00","398,439.21",20070601,20070215,20070401,20370301,360,357,3,6.5,0.25,0,C,N,F,F,1,75.57,75.46,75.57,N,,0,759,C,P,S,SF,0,0,0,36.156,Y,120
DC,20018,"470,400.00","469,798.02",20070601,20070330,20070501,20370401,360,358,2,8.25,0.25,0,C,N,F,F,1,80,79.9,80,N,,0,653,C,S,N,SF,0,0,0,0,N,0
DE,19720,"65,250.00","64,797.06",20070601,20060630,20060801,20360701,360,349,11,8.475,0.5,0,C,N,F,F,1,89.38,88.76,89.38,Y,1,25,670,P,I,SS,C,0,0,0,38,N,0
DE,19971,"100,000.00","96,532.80",20070601,20040428,20040601,20340501,360,323,37,6.85,0.25,0,C,N,F,F,1,55.37,53.45,55.37,N,,0,654,R,P,F,C,0,0,0,31,N,0
DE,19945,"160,000.00","157,449.39",20070601,20050926,20051101,20351001,360,340,20,7.44,0.25,0,C,N,F,F,1,71.11,69.98,71.11,N,,0,718,R,P,F,SF,0,0,0,39,N,0
DE,19720,"159,000.00","158,638.00",20070601,20070309,20070501,20370401,360,358,2,6.75,0.25,0,C,N,F,F,1,55.79,55.66,55.79,N,,0,744,C,I,S,SF,0,0,0,0,N,0
DE,19971,"1,085,000.00","1,085,000.00",20070601,20070521,20070701,20370601,360,360,0,7.875,0.25,0,C,N,F,F,1,70,70,89.35,N,,0,684,R,S,S,SF,0,0,0,44,N,0
DE,19963,"384,000.00","384,000.00",20070601,20070515,20070701,20370601,360,360,0,6.5,0.25,0,C,N,F,F,1,80,80,80,N,,0,644,P,S,F,SF,0,0,0,39.48,N,0
FL,32219,"137,600.00","136,702.96",20070601,20060831,20061001,20360901,360,351,9,7.75,0.25,0,C,N,F,F,1,80,79.48,100,N,,0,621,P,P,F,SF,0,0,0,42.76,N,0
FL,34232,"268,000.00","268,000.00",20070601,20070123,20070301,20370201,360,356,4,7,0.25,0,C,N,F,F,1,80,80,100,N,,0,711,C,P,S,SF,0,0,0,42,Y,120
FL,34103,"500,250.00","499,797.76",20070601,20070406,20070601,20370501,360,359,1,6.5,0.25,0,C,N,F,F,1,39.73,39.69,39.73,N,,0,692,C,S,NR,C,0,0,0,0,N,0
FL,34434,"72,000.00","71,878.67",20070601,20070330,20070501,20370401,360,358,2,6.875,0.25,0,C,N,F,F,1,28.57,28.52,28.57,N,,0,700,P,P,N,SF,0,0,0,0,N,0
FL,33025,"167,000.00","156,069.59",20070601,20040506,20040701,20340601,360,324,36,6.375,0.5,0,C,N,F,F,1,77.67,72.59,77.67,N,,0,674,P,S,S,PUD,0,0,0,36,N,0
FL,33314,"87,700.00","78,855.25",20070601,20040714,20040901,20340801,360,326,34,7.375,0.5,0,C,N,F,F,1,74.32,66.83,74.32,N,,0,694,C,P,S,SF,0,0,0,22,N,0
FL,33177,"150,000.00","127,781.57",20070601,20050418,20050601,20350501,360,335,25,6.875,0.5,0,C,N,F,F,1,69.12,58.89,69.12,N,,0,790,R,S,S,SF,0,0,0,39,N,0
FL,33168,"122,000.00","119,308.43",20070601,20050526,20050701,20350601,360,336,24,6.75,0.5,0,C,N,F,F,1,56.48,55.24,56.48,N,,0,680,C,P,S,SF,0,0,0,26,N,0
FL,33404,"334,000.00","326,965.44",20070601,20050708,20050901,20350801,360,338,22,6.5,0.5,0,C,N,F,F,1,80,78.32,80,N,,0,701,P,S,S,C,0,0,0,30,N,0
FL,33624,"174,400.00","170,274.22",20070601,20050630,20050801,20350701,360,337,23,6.125,0.5,0,C,N,F,F,1,80,78.11,80,N,,0,679,P,P,S,SF,0,0,0,40,N,0
